meas_id,stem_id,year,dbh,status_id,crown_class,live_crown_class,decay_class
HM359,H1760_1125,2018,9.8,AS,I,A,NA
HM360,H1760_1126,2011,6.3,AS,S,A,NA
HM361,H1760_1126,2018,6.7,DS,NA,NA,S1
HM362,H1760_1127,2011,6.3,AS,S,A,NA
HM363,H1760_1127,2018,7.1,DS,NA,NA,S1
HM364,H1760_1128,2011,6.9,AS,S,A,NA
HM365,H1760_1128,2018,6.9,DS,NA,NA,S2
HM366,H1760_1129,2011,6.4,AS,S,A,NA
HM367,H1760_1129,2018,6.3,DS,NA,NA,S3
HM368,H1760_113,1994,19,DS,NA,NA,NA
HM369,H1760_113,2004,NA,DF,NA,NA,NA
HM370,H1760_1130,2011,5.3,AS,S,A,NA
HM371,H1760_1130,2018,5.9,DS,NA,NA,S1
HM372,H1760_1131,2011,6.6,AS,S,A,NA
HM373,H1760_1131,2018,6.4,DS,NA,NA,S1
HM374,H1760_1132,2011,6,AS,S,A,NA
HM375,H1760_1132,2018,6.2,DS,NA,NA,S1
HM376,H1760_1133,1994,6,DS,NA,NA,NA
HM377,H1760_1133,2004,NA,DF,NA,NA,NA
HM378,H1760_1134,1994,23.1,DS,NA,NA,NA
HM379,H1760_1134,2004,NA,DF,NA,NA,NA
HM380,H1760_1135,1994,6.5,DS,NA,NA,NA
HM381,H1760_1135,2004,NA,DF,NA,NA,NA
HM382,H1760_1136,1994,14.6,DS,NA,NA,NA
HM383,H1760_1136,2004,NA,DF,NA,NA,NA
HM384,H1760_1137,1994,8.6,DS,NA,NA,NA
HM385,H1760_1137,2004,NA,DF,NA,NA,NA
HM386,H1760_1138,1994,17.1,DS,NA,NA,NA
HM387,H1760_1138,2004,NA,DF,NA,NA,NA
HM388,H1760_1139,1994,9.5,DS,NA,NA,NA
HM389,H1760_1139,2004,NA,DF,NA,NA,NA
HM390,H1760_114,1994,12.3,DS,NA,NA,NA
HM391,H1760_114,2004,NA,DF,NA,NA,NA
HM392,H1760_1140,1994,20.6,DS,NA,NA,NA
HM393,H1760_1140,2004,NA,DF,NA,NA,NA
HM394,H1760_1141,1994,9.25,DS,NA,NA,NA
HM395,H1760_1141,2004,NA,DF,NA,NA,NA
HM396,H1760_1142,1994,21.2,DS,NA,NA,NA
HM397,H1760_1142,2004,NA,DF,NA,NA,NA
HM398,H1760_1143,1994,18.9,DS,NA,NA,NA
HM399,H1760_1143,2004,NA,DF,NA,NA,NA
HM400,H1760_1144,1994,11.5,DS,NA,NA,NA
HM401,H1760_1144,2004,NA,DF,NA,NA,NA
HM402,H1760_1145,1994,13.3,DS,NA,NA,NA
HM403,H1760_1145,2004,NA,DF,NA,NA,NA
HM404,H1760_1146,1994,44,DS,NA,NA,NA
HM405,H1760_1146,2004,NA,DF,NA,NA,NA
HM406,H1760_1147,2018,6.2,AF,S,C,NA
HM407,H1760_1148,2018,5.7,AS,S,E,NA
HM408,H1760_1149,1994,12.7,AS,S,NA,NA
HM409,H1760_1149,2004,16.2,AS,I,A,NA
HM410,H1760_1149,2011,18.3,AS,I,B,NA
HM411,H1760_1149,2018,20.4,AS,C,A,NA
HM412,H1760_115,1994,17,DS,NA,NA,NA
HM413,H1760_115,2004,NA,DF,NA,NA,NA
HM414,H1760_1150,1994,9.2,AS,S,NA,NA
HM415,H1760_1150,2004,10.8,AS,S,A,NA
HM416,H1760_1150,2011,12,AS,I,A,NA
HM417,H1760_1150,2018,13.2,AS,I,A,NA
HM418,H1760_1151,1994,18,AS,S,NA,NA
HM419,H1760_1151,2004,21.8,AS,S,A,NA
HM420,H1760_1151,2011,23.8,AS,I,A,NA
HM421,H1760_1151,2018,25.2,AL,I,A,NA
HM422,H1760_1152,1994,22,AS,I,NA,NA
HM423,H1760_1152,2004,28.6,AS,I,A,NA
HM424,H1760_1152,2011,31.5,AS,C,A,NA
HM425,H1760_1152,2018,33.4,AS,C,A,NA
HM426,H1760_1153,1994,5,AS,S,NA,NA
HM427,H1760_1153,2004,8.7,AS,S,A,NA
HM428,H1760_1153,2011,13.1,AS,C,A,NA
HM429,H1760_1153,2018,15.7,AS,C,A,NA
HM430,H1760_1154,1994,6.5,AS,S,NA,NA
HM431,H1760_1154,2004,9.8,AS,S,A,NA
HM432,H1760_1154,2011,13.1,AS,C,A,NA
HM433,H1760_1154,2018,17.6,AS,I,A,NA
HM434,H1760_1155,2011,5.7,AS,S,A,NA
HM435,H1760_1155,2018,6.3,DS,NA,NA,S1
HM436,H1760_1156,2011,6.3,AS,S,A,NA
HM437,H1760_1156,2018,6.5,DF,NA,NA,F1
HM438,H1760_1157,1994,15.4,DS,NA,NA,NA
HM439,H1760_1157,2004,NA,DF,NA,NA,NA
HM440,H1760_1158,1994,18.5,DS,NA,NA,NA
HM441,H1760_1158,2004,NA,DF,NA,NA,NA
HM442,H1760_1159,1994,14,DS,NA,NA,NA
HM443,H1760_1159,2004,NA,DF,NA,NA,NA
HM444,H1760_116,1994,10.1,DS,NA,NA,NA
HM445,H1760_116,2004,NA,DF,NA,NA,NA
HM446,H1760_1160,1994,19.6,DS,NA,NA,NA
HM447,H1760_1160,2004,NA,DF,NA,NA,NA
HM448,H1760_1161,1994,22,DS,NA,NA,NA
HM449,H1760_1161,2004,NA,DF,NA,NA,NA
HM450,H1760_1162,1994,7.3,DS,NA,NA,NA
HM451,H1760_1162,2004,NA,DF,NA,NA,NA
HM452,H1760_1163,1994,11.1,DS,NA,NA,NA
HM453,H1760_1163,2004,NA,DF,NA,NA,NA
HM454,H1760_1164,2018,6.4,AS,S,A,NA
HM455,H1760_1165,2018,5.9,AS,S,A,NA
HM456,H1760_1166,2018,6,AL,S,A,NA
HM457,H1760_1167,2018,5.2,AS,S,A,NA
HM458,H1760_1168,1994,35.1,AS,I,NA,NA
HM459,H1760_1168,2004,36.6,AS,I,A,NA
HM460,H1760_1168,2011,39.2,AS,C,B,NA
HM461,H1760_1168,2018,39.5,AS,C,A,NA
HM462,H1760_1169,1994,36,AS,I,NA,NA
HM463,H1760_1169,2004,39.6,AS,I,A,NA
HM464,H1760_1169,2011,42.1,AS,C,B,NA
HM465,H1760_1169,2018,44.7,AS,D,A,NA
HM466,H1760_117,1994,19.7,DS,NA,NA,NA
HM467,H1760_117,2004,NA,DF,NA,NA,NA
HM468,H1760_1170,1994,15.1,AS,S,NA,NA
HM469,H1760_1170,2004,17.8,AS,I,A,NA
HM470,H1760_1170,2011,19.7,AS,I,B,NA
HM471,H1760_1170,2018,21,AS,C,A,NA
HM472,H1760_1171,1994,38.1,AS,C-I,NA,NA
HM473,H1760_1171,2004,39.7,AS,C,A,NA
HM474,H1760_1171,2011,40.6,AS,C,E,NA
HM475,H1760_1171,2018,40.4,AS,C,B,NA
HM476,H1760_1172,2011,6.2,AS,S,A,NA
HM477,H1760_1172,2018,6.2,AS,S,A,NA
HM478,H1760_1173,2011,6.8,AS,S,A,NA
HM479,H1760_1173,2018,7.4,AS,S,A,NA
HM480,H1760_1174,2011,7,AS,S,A,NA
HM481,H1760_1174,2018,7.9,AS,S,C,NA
HM482,H1760_1175,2011,6.5,AS,S,A,NA
HM483,H1760_1175,2018,7,AS,S,A,NA
HM484,H1760_1176,1994,13.6,DS,NA,NA,NA
HM485,H1760_1176,2004,NA,DF,NA,NA,NA
HM486,H1760_1177,1994,24.5,DS,NA,NA,NA
HM487,H1760_1177,2004,NA,DF,NA,NA,NA
HM488,H1760_1178,1994,19.7,DS,NA,NA,NA
HM489,H1760_1178,2004,NA,DF,NA,NA,NA
HM490,H1760_1179,1994,20.5,DS,NA,NA,NA
