"plot_id","stem_id","species_id","x","y","year","dbh","status_id"
"H1870","H1870_215","PGL",9.5,10.75,2004,33.1,"AS"
"H1870","H1870_215","PGL",9.5,10.75,2011,33.2,"AS"
"H1870","H1870_216","ABA",1,12.5,1994,14.7,"DS"
"H1870","H1870_216","ABA",1,12.5,2004,NA,"DF"
"H1870","H1870_217","ABA",1.25,16,1994,20.1,"DS"
"H1870","H1870_217","ABA",1.25,16,2004,NA,"DF"
"H1870","H1870_218","PMA",1.25,18.25,1994,13.9,"DS"
"H1870","H1870_218","PMA",1.25,18.25,2004,NA,"DF"
"H1870","H1870_219","PTR",4,15,1994,5.4,"DS"
"H1870","H1870_219","PTR",4,15,2004,NA,"DF"
"H1870","H1870_22","PTR",19.75,8.25,1994,28.1,"A"
"H1870","H1870_22","PTR",19.75,8.25,2004,30.6,"AS"
"H1870","H1870_22","PTR",19.75,8.25,2011,23.1,"AS"
"H1870","H1870_220","BPA",8.25,16.75,1994,18.7,"DS"
"H1870","H1870_220","BPA",8.25,16.75,2004,NA,"DF"
"H1870","H1870_221","PTR",8.75,11.75,1994,6.6,"DS"
"H1870","H1870_221","PTR",8.75,11.75,2004,NA,"DF"
"H1870","H1870_222","ABA",9.25,15.5,1994,13.7,"DS"
"H1870","H1870_222","ABA",9.25,15.5,2004,NA,"DF"
"H1870","H1870_223","ABA",9.5,17.75,1994,20.2,"DS"
"H1870","H1870_223","ABA",9.5,17.75,2004,NA,"DF"
"H1870","H1870_224","PTR",14.25,12,1994,7.5,"A"
"H1870","H1870_224","PTR",14.25,12,2004,6.5,"DS"
"H1870","H1870_224","PTR",14.25,12,2011,NA,"DF"
"H1870","H1870_225","BPA",17.75,12.25,1994,23.7,"A"
"H1870","H1870_225","BPA",17.75,12.25,2004,23.7,"AS"
"H1870","H1870_225","BPA",17.75,12.25,2011,23.8,"DS"
"H1870","H1870_226","PTR",18,14.75,1994,18.7,"A"
"H1870","H1870_226","PTR",18,14.75,2004,19.9,"AS"
"H1870","H1870_226","PTR",18,14.75,2011,23.5,"AS"
"H1870","H1870_227","PGL",13.25,10.5,1994,7.7,"A"
"H1870","H1870_227","PGL",13.25,10.5,2004,8.5,"AS"
"H1870","H1870_227","PGL",13.25,10.5,2011,8.6,"AS"
"H1870","H1870_228","ABA",13.25,11.75,1994,5.7,"A"
"H1870","H1870_228","ABA",13.25,11.75,2004,6.4,"AS"
"H1870","H1870_228","ABA",13.25,11.75,2011,7.1,"AS"
"H1870","H1870_229","ABA",15.75,11,1994,9.3,"A"
"H1870","H1870_229","ABA",15.75,11,2004,11.5,"AS"
"H1870","H1870_229","ABA",15.75,11,2011,13.2,"AS"
"H1870","H1870_23","PTR",11.5,1,1994,15.1,"A"
"H1870","H1870_23","PTR",11.5,1,2004,17.2,"AS"
"H1870","H1870_23","PTR",11.5,1,2011,20,"AS"
"H1870","H1870_230","BPA",10.5,14.25,1994,23.6,"A"
"H1870","H1870_230","BPA",10.5,14.25,2004,22.4,"DS"
"H1870","H1870_230","BPA",10.5,14.25,2011,21.6,"DS"
"H1870","H1870_231","PGL",11.5,14,1994,18.3,"A"
"H1870","H1870_231","PGL",11.5,14,2004,20,"AS"
"H1870","H1870_231","PGL",11.5,14,2011,20.7,"AS"
"H1870","H1870_232","PTR",11.25,12.75,1994,11,"A"
"H1870","H1870_232","PTR",11.25,12.75,2004,11.1,"AS"
"H1870","H1870_232","PTR",11.25,12.75,2011,11.1,"DS"
"H1870","H1870_233","BPA",11.25,10.75,1994,21.5,"A"
"H1870","H1870_233","BPA",11.25,10.75,2004,21.4,"DS"
"H1870","H1870_233","BPA",11.25,10.75,2011,20.8,"DS"
"H1870","H1870_234","BPA",11.75,11,1994,20.2,"A"
"H1870","H1870_234","BPA",11.75,11,2004,20.7,"AS"
"H1870","H1870_234","BPA",11.75,11,2011,20.9,"AS"
"H1870","H1870_235","PTR",13,14,1994,14.8,"A"
"H1870","H1870_235","PTR",13,14,2004,16.1,"AS"
"H1870","H1870_235","PTR",13,14,2011,17.4,"AS"
"H1870","H1870_236","PGL",13.25,18,1994,29.9,"A"
"H1870","H1870_236","PGL",13.25,18,2004,34.9,"AS"
"H1870","H1870_236","PGL",13.25,18,2011,35.7,"AS"
"H1870","H1870_237","PGL",15,19.5,1994,30.8,"A"
"H1870","H1870_237","PGL",15,19.5,2004,32.1,"AS"
"H1870","H1870_237","PGL",15,19.5,2011,32.1,"AS"
"H1870","H1870_238","ABA",12.25,16.5,1994,6.1,"DS"
"H1870","H1870_238","ABA",12.25,16.5,2004,NA,"DF"
"H1870","H1870_239","ABA",15,12,1994,6.9,"DS"
"H1870","H1870_239","ABA",15,12,2004,NA,"DF"
"H1870","H1870_24","BPA",12.25,0.75,1994,6.3,"A"
"H1870","H1870_24","BPA",12.25,0.75,2004,7,"AS"
"H1870","H1870_24","BPA",12.25,0.75,2011,7.8,"AS"
"H1870","H1870_240","PTR",21.25,10.75,1994,6.4,"A"
"H1870","H1870_240","PTR",21.25,10.75,2004,5.6,"DF"
"H1870","H1870_240","PTR",21.25,10.75,2011,NA,"DF"
"H1870","H1870_241","BPA",22.5,10.5,1994,16.5,"A"
"H1870","H1870_241","BPA",22.5,10.5,2004,17.4,"AS"
"H1870","H1870_241","BPA",22.5,10.5,2011,17.9,"AS"
"H1870","H1870_242","BPA",22.75,10.75,1994,22,"A"
"H1870","H1870_242","BPA",22.75,10.75,2004,22,"AS"
"H1870","H1870_242","BPA",22.75,10.75,2011,22,"DS"
"H1870","H1870_243","BPA",22.75,11,1994,16.8,"A"
"H1870","H1870_243","BPA",22.75,11,2004,17.7,"AS"
"H1870","H1870_243","BPA",22.75,11,2011,17.3,"AS"
"H1870","H1870_244","PTR",25.75,11.5,1994,8.6,"A"
"H1870","H1870_244","PTR",25.75,11.5,2004,8.9,"DS"
"H1870","H1870_244","PTR",25.75,11.5,2011,NA,"DF"
"H1870","H1870_245","PTR",26.5,12.25,1994,9.8,"A"
"H1870","H1870_245","PTR",26.5,12.25,2004,10,"AS"
"H1870","H1870_245","PTR",26.5,12.25,2011,10.1,"DS"
"H1870","H1870_246","ABA",26.5,13,1994,9.8,"A"
"H1870","H1870_246","ABA",26.5,13,2004,10,"DS"
"H1870","H1870_246","ABA",26.5,13,2011,9.9,"DS"
"H1870","H1870_247","PMA",27,13.75,1994,25,"A"
"H1870","H1870_247","PMA",27,13.75,2004,27.5,"AS"
"H1870","H1870_247","PMA",27,13.75,2011,27.3,"AS"
"H1870","H1870_248","ABA",26.75,12.75,1994,7.8,"A"
"H1870","H1870_248","ABA",26.75,12.75,2004,8.1,"AS"
"H1870","H1870_248","ABA",26.75,12.75,2011,8.7,"AS"
"H1870","H1870_249","PTR",27.5,17.75,1994,14,"A"
"H1870","H1870_249","PTR",27.5,17.75,2004,15.5,"AS"
"H1870","H1870_249","PTR",27.5,17.75,2011,17.3,"AS"
"H1870","H1870_25","BPA",12.5,1,1994,14.7,"A"
"H1870","H1870_25","BPA",12.5,1,2004,14.4,"DS"
"H1870","H1870_25","BPA",12.5,1,2011,14.3,"DS"
"H1870","H1870_250","PTR",23.75,18.75,1994,13.6,"A"
"H1870","H1870_250","PTR",23.75,18.75,2004,13.4,"AS"
"H1870","H1870_250","PTR",23.75,18.75,2011,14.7,"AS"
"H1870","H1870_251","ABA",25,18.75,1994,5.5,"A"
"H1870","H1870_251","ABA",25,18.75,2004,5.3,"DS"
"H1870","H1870_251","ABA",25,18.75,2011,NA,"DF"
"H1870","H1870_252","ABA",28.75,15.5,1994,8.1,"A"
"H1870","H1870_252","ABA",28.75,15.5,2004,9.4,"AS"
"H1870","H1870_252","ABA",28.75,15.5,2011,11.3,"AS"
"H1870","H1870_253","PMA",25.25,16,1994,15.3,"A"
"H1870","H1870_253","PMA",25.25,16,2004,11.9,"DF"
"H1870","H1870_253","PMA",25.25,16,2011,NA,"DF"
"H1870","H1870_254","PGL",24.75,14,1994,5.5,"A"
"H1870","H1870_254","PGL",24.75,14,2004,6.7,"AL"
"H1870","H1870_254","PGL",24.75,14,2011,NA,"DF"
"H1870","H1870_255","PTR",20,15.5,1994,19.6,"A"
"H1870","H1870_255","PTR",20,15.5,2004,21.7,"AS"
"H1870","H1870_255","PTR",20,15.5,2011,24.3,"AS"
"H1870","H1870_256","ABA",20.25,11.5,1994,7.4,"DS"
"H1870","H1870_256","ABA",20.25,11.5,2004,NA,"DF"
"H1870","H1870_257","ABA",20.25,12.5,1994,5.8,"DS"
"H1870","H1870_257","ABA",20.25,12.5,2004,NA,"DF"
"H1870","H1870_258","ABA",21.75,17.5,1994,13.8,"DS"
"H1870","H1870_258","ABA",21.75,17.5,2004,NA,"DF"
"H1870","H1870_259","ABA",24.25,14.75,1994,5.7,"DS"
"H1870","H1870_259","ABA",24.25,14.75,2004,NA,"DF"
"H1870","H1870_26","PTR",12.75,1.25,1994,14.9,"A"
"H1870","H1870_26","PTR",12.75,1.25,2004,15.7,"AS"
"H1870","H1870_26","PTR",12.75,1.25,2011,NA,"DS"
"H1870","H1870_260","ABA",24.5,14,1994,15.7,"DS"
"H1870","H1870_260","ABA",24.5,14,2004,NA,"DF"
"H1870","H1870_261","PTR",26,19.5,1994,6.3,"DS"
"H1870","H1870_261","PTR",26,19.5,2004,NA,"DF"
"H1870","H1870_262","ABA",28,17.75,1994,7.5,"DS"
"H1870","H1870_262","ABA",28,17.75,2004,NA,"DF"
"H1870","H1870_263","ABA",28.5,18.5,1994,18.4,"DS"
"H1870","H1870_263","ABA",28.5,18.5,2004,NA,"DF"
"H1870","H1870_264","ABA",29.25,12.5,1994,14.4,"DS"
"H1870","H1870_264","ABA",29.25,12.5,2004,NA,"DF"
"H1870","H1870_265","PMA",25,15,1994,10.7,"A"
"H1870","H1870_265","PMA",25,15,2004,NA,"DF"
"H1870","H1870_266","ABA",32.25,11.5,1994,6.6,"A"
"H1870","H1870_266","ABA",32.25,11.5,2004,6.5,"DF"
"H1870","H1870_266","ABA",32.25,11.5,2011,NA,"DF"
"H1870","H1870_267","PTR",34,11.25,1994,21.9,"A"
"H1870","H1870_267","PTR",34,11.25,2004,23.6,"AS"
"H1870","H1870_267","PTR",34,11.25,2011,25.8,"AS"
"H1870","H1870_268","PTR",34.75,11.5,1994,19.1,"A"
"H1870","H1870_268","PTR",34.75,11.5,2004,20.2,"AS"
"H1870","H1870_268","PTR",34.75,11.5,2011,22,"AS"
"H1870","H1870_269","ABA",37.5,10.75,1994,10.7,"A"
"H1870","H1870_269","ABA",37.5,10.75,2004,13,"AS"
"H1870","H1870_269","ABA",37.5,10.75,2011,15.2,"AS"
"H1870","H1870_27","PGL",13,2.5,1994,31.7,"A"
"H1870","H1870_27","PGL",13,2.5,2004,34.8,"AS"
"H1870","H1870_27","PGL",13,2.5,2011,36,"AS"
"H1870","H1870_270","BPA",36.75,15.25,1994,14,"A"
"H1870","H1870_270","BPA",36.75,15.25,2004,13.9,"DS"
"H1870","H1870_270","BPA",36.75,15.25,2011,NA,"DF"
"H1870","H1870_271","ABA",35,14,1994,7.2,"A"
"H1870","H1870_271","ABA",35,14,2004,10.9,"AS"
"H1870","H1870_271","ABA",35,14,2011,12.8,"AS"
"H1870","H1870_272","PTR",30.5,16,1994,16.5,"A"
"H1870","H1870_272","PTR",30.5,16,2004,17.7,"AS"
"H1870","H1870_272","PTR",30.5,16,2011,19.4,"AS"
"H1870","H1870_273","PTR",30,15,2004,16.2,"AS"
"H1870","H1870_273","PTR",30,15,2011,16.2,"DS"
"H1870","H1870_274","BPA",31.25,18.75,1994,18.2,"A"
"H1870","H1870_274","BPA",31.25,18.75,2004,19,"AS"
"H1870","H1870_274","BPA",31.25,18.75,2011,18.6,"DS"
"H1870","H1870_275","PTR",34.75,19,1994,23.8,"A"
"H1870","H1870_275","PTR",34.75,19,2004,25.2,"AS"
"H1870","H1870_275","PTR",34.75,19,2011,27.6,"AS"
"H1870","H1870_276","PTR",34.5,19.75,1994,13.4,"A"
"H1870","H1870_276","PTR",34.5,19.75,2004,13.4,"DS"
"H1870","H1870_276","PTR",34.5,19.75,2011,13.2,"DS"
"H1870","H1870_277","PTR",35.25,19.5,1994,19.7,"A"
"H1870","H1870_277","PTR",35.25,19.5,2004,21.4,"AS"
"H1870","H1870_277","PTR",35.25,19.5,2011,23,"AS"
"H1870","H1870_278","PTR",39,19,1994,11.8,"A"
"H1870","H1870_278","PTR",39,19,2004,12,"DS"
"H1870","H1870_278","PTR",39,19,2011,12.1,"DS"
"H1870","H1870_279","PTR",36.5,16.5,1994,20.8,"A"
"H1870","H1870_279","PTR",36.5,16.5,2004,23,"AS"
"H1870","H1870_279","PTR",36.5,16.5,2011,25.1,"AS"
"H1870","H1870_28","PGL",14,2.5,1994,18.7,"A"
"H1870","H1870_28","PGL",14,2.5,2004,19.4,"AS"
"H1870","H1870_28","PGL",14,2.5,2011,20,"AS"
"H1870","H1870_280","PTR",38.25,16.25,1994,13,"A"
"H1870","H1870_280","PTR",38.25,16.25,2004,13.2,"AS"
"H1870","H1870_280","PTR",38.25,16.25,2011,13.3,"DS"
"H1870","H1870_281","ASP",30,14.5,2011,5.6,"AS"
"H1870","H1870_282","PGL",30.5,15,2004,5.4,"AS"
"H1870","H1870_282","PGL",30.5,15,2011,5.9,"AS"
"H1870","H1870_283","ABA",31.25,14.75,1994,8.5,"DS"
"H1870","H1870_283","ABA",31.25,14.75,2004,NA,"DF"
"H1870","H1870_284","PTR",33.25,13.25,1994,7.2,"DS"
"H1870","H1870_284","PTR",33.25,13.25,2004,NA,"DF"
"H1870","H1870_285","PTR",35.5,16,1994,6.9,"DS"
"H1870","H1870_285","PTR",35.5,16,2004,NA,"DF"
"H1870","H1870_286","PTR",35.75,14,1994,9,"DS"
"H1870","H1870_286","PTR",35.75,14,2004,NA,"DF"
"H1870","H1870_287","ABA",37,12.75,1994,12.1,"DS"
"H1870","H1870_287","ABA",37,12.75,2004,NA,"DF"
"H1870","H1870_288","PTR",38,17.75,1994,10,"DS"
"H1870","H1870_288","PTR",38,17.75,2004,NA,"DF"
"H1870","H1870_289","ABA",38.75,18.25,1994,6,"DS"
"H1870","H1870_289","ABA",38.75,18.25,2004,NA,"DF"
"H1870","H1870_29","PGL",13.5,4.5,1994,12.2,"A"
"H1870","H1870_29","PGL",13.5,4.5,2004,12.5,"AS"
"H1870","H1870_29","PGL",13.5,4.5,2011,12.8,"AS"
"H1870","H1870_290","PTR",40,18,1994,13.2,"A"
"H1870","H1870_290","PTR",40,18,2004,13,"AS"
"H1870","H1870_290","PTR",40,18,2011,13,"DS"
"H1870","H1870_291","PGL",43,13,1994,34.8,"A"
"H1870","H1870_291","PGL",43,13,2004,38.8,"AS"
"H1870","H1870_291","PGL",43,13,2011,40.4,"AS"
"H1870","H1870_292","BPA",41,13.5,1994,14.5,"A"
"H1870","H1870_292","BPA",41,13.5,2004,14.1,"DS"
"H1870","H1870_292","BPA",41,13.5,2011,14.2,"DS"
"H1870","H1870_293","BPA",40.75,13.5,1994,18.2,"A"
"H1870","H1870_293","BPA",40.75,13.5,2004,17.2,"DS"
"H1870","H1870_293","BPA",40.75,13.5,2011,17.4,"DS"
"H1870","H1870_294","PTR",40.25,16.5,1994,12.2,"A"
"H1870","H1870_294","PTR",40.25,16.5,2004,13.3,"AS"
"H1870","H1870_294","PTR",40.25,16.5,2011,13.1,"DS"
"H1870","H1870_295","BPA",41.75,19.75,1994,23,"A"
"H1870","H1870_295","BPA",41.75,19.75,2004,22.4,"DS"
"H1870","H1870_295","BPA",41.75,19.75,2011,22,"DS"
"H1870","H1870_296","PTR",43,19,1994,10.1,"A"
"H1870","H1870_296","PTR",43,19,2004,9.7,"DS"
"H1870","H1870_296","PTR",43,19,2011,9.5,"DS"
"H1870","H1870_297","PTR",44,19,1994,16.6,"A"
"H1870","H1870_297","PTR",44,19,2004,17.9,"AS"
"H1870","H1870_297","PTR",44,19,2011,19.4,"AS"
"H1870","H1870_298","PTR",47,19,1994,28,"A"
"H1870","H1870_298","PTR",47,19,2004,30.6,"AS"
"H1870","H1870_298","PTR",47,19,2011,33.4,"AS"
"H1870","H1870_299","BPA",48.5,17.5,1994,12.8,"A"
"H1870","H1870_299","BPA",48.5,17.5,2004,14.8,"DS"
"H1870","H1870_299","BPA",48.5,17.5,2011,14.6,"DS"
"H1870","H1870_3","PTR",3.5,2.25,1994,36.8,"A"
"H1870","H1870_3","PTR",3.5,2.25,2004,38.3,"AS"
"H1870","H1870_3","PTR",3.5,2.25,2011,39.1,"AS"
"H1870","H1870_30","PGL",13.25,6.25,1994,15.6,"A"
"H1870","H1870_30","PGL",13.25,6.25,2004,16.1,"AS"
"H1870","H1870_30","PGL",13.25,6.25,2011,15.6,"DS"
"H1870","H1870_300","PTR",48,16,1994,16.1,"A"
"H1870","H1870_300","PTR",48,16,2004,17.6,"AS"
"H1870","H1870_300","PTR",48,16,2011,19.3,"AS"
"H1870","H1870_301","PMA",48,12.75,1994,9.6,"A"
"H1870","H1870_301","PMA",48,12.75,2004,11.2,"AS"
"H1870","H1870_301","PMA",48,12.75,2011,11.7,"AS"
"H1870","H1870_302","ABA",41,10.5,1994,10,"DS"
"H1870","H1870_302","ABA",41,10.5,2004,NA,"DF"
"H1870","H1870_303","ABA",41.5,18.75,1994,6.7,"DS"
"H1870","H1870_303","ABA",41.5,18.75,2004,NA,"DF"
"H1870","H1870_304","PTR",46.5,16.25,1994,5.3,"DS"
"H1870","H1870_304","PTR",46.5,16.25,2004,NA,"DF"
"H1870","H1870_305","ABA",46.75,12,1994,7.7,"DS"
"H1870","H1870_305","ABA",46.75,12,2004,NA,"DF"
"H1870","H1870_306","PMA",48.5,12,1994,9.1,"DS"
"H1870","H1870_306","PMA",48.5,12,2004,NA,"DF"
"H1870","H1870_307","ABA",49,14.75,1994,10.5,"DS"
"H1870","H1870_307","ABA",49,14.75,2004,NA,"DF"
"H1870","H1870_308","PTR",50.75,12,1994,24.6,"A"
"H1870","H1870_308","PTR",50.75,12,2004,28.3,"AS"
"H1870","H1870_308","PTR",50.75,12,2011,30.4,"AS"
"H1870","H1870_309","PTR",51,12,1994,24.4,"A"
"H1870","H1870_309","PTR",51,12,2004,26.2,"AS"
"H1870","H1870_309","PTR",51,12,2011,29.6,"AS"
"H1870","H1870_31","PGL",12.25,6.5,1994,16.3,"A"
"H1870","H1870_31","PGL",12.25,6.5,2004,15.7,"DS"
"H1870","H1870_31","PGL",12.25,6.5,2011,NA,"DF"
"H1870","H1870_310","BPA",50,17,1994,7.3,"A"
"H1870","H1870_310","BPA",50,17,2004,7.5,"DF"
"H1870","H1870_310","BPA",50,17,2011,NA,"DF"
"H1870","H1870_311","PMA",50.75,18.5,1994,8.3,"A"
"H1870","H1870_311","PMA",50.75,18.5,2004,8.3,"DL"
"H1870","H1870_311","PMA",50.75,18.5,2011,NA,"DF"
"H1870","H1870_312","PGL",58.25,16.5,1994,14.7,"A"
"H1870","H1870_312","PGL",58.25,16.5,2004,16.8,"AS"
"H1870","H1870_312","PGL",58.25,16.5,2011,17.8,"AS"
"H1870","H1870_313","ABA",59.75,15,1994,7.3,"A"
"H1870","H1870_313","ABA",59.75,15,2004,7.6,"AS"
"H1870","H1870_313","ABA",59.75,15,2011,8.2,"AS"
"H1870","H1870_314","PGL",59.5,14,1994,25.7,"A"
"H1870","H1870_314","PGL",59.5,14,2004,28.5,"AS"
"H1870","H1870_314","PGL",59.5,14,2011,29.2,"AS"
"H1870","H1870_315","BPA",58.5,13.75,1994,23.3,"A"
"H1870","H1870_315","BPA",58.5,13.75,2004,23.5,"AS"
"H1870","H1870_315","BPA",58.5,13.75,2011,23.7,"AS"
"H1870","H1870_316","BPA",58.25,14,1994,15.8,"DS"
"H1870","H1870_316","BPA",58.25,14,2004,16,"DS"
"H1870","H1870_316","BPA",58.25,14,2011,15.8,"DS"
"H1870","H1870_317","BPA",58.5,13.5,1994,6.8,"A"
"H1870","H1870_317","BPA",58.5,13.5,2004,6.9,"AS"
"H1870","H1870_317","BPA",58.5,13.5,2011,7.4,"AS"
"H1870","H1870_318","ABA",59.5,12,1994,14.3,"A"
"H1870","H1870_318","ABA",59.5,12,2004,17.5,"AS"
"H1870","H1870_318","ABA",59.5,12,2011,19.2,"AS"
"H1870","H1870_319","ABA",57,11.25,1994,7.5,"A"
"H1870","H1870_319","ABA",57,11.25,2004,8.3,"DS"
"H1870","H1870_319","ABA",57,11.25,2011,NA,"DF"
"H1870","H1870_32","PGL",10.75,9,1994,24.2,"A"
"H1870","H1870_32","PGL",10.75,9,2004,23.5,"DS"
"H1870","H1870_32","PGL",10.75,9,2011,NA,"DF"
"H1870","H1870_320","ABA",51,17,1994,8.9,"DS"
"H1870","H1870_320","ABA",51,17,2004,NA,"DF"
"H1870","H1870_321","ABA",54,19,1994,12.3,"DS"
"H1870","H1870_321","ABA",54,19,2004,NA,"DF"
"H1870","H1870_322","ABA",54.25,15.5,1994,5.5,"DS"
"H1870","H1870_322","ABA",54.25,15.5,2004,NA,"DF"
"H1870","H1870_323","ABA",54.25,15.75,1994,11.2,"DS"
"H1870","H1870_323","ABA",54.25,15.75,2004,NA,"DF"
"H1870","H1870_324","ABA",54.75,15.25,1994,7.2,"DS"
"H1870","H1870_324","ABA",54.75,15.25,2004,NA,"DF"
"H1870","H1870_325","ABA",56,19,1994,9.5,"DS"
"H1870","H1870_325","ABA",56,19,2004,NA,"DF"
"H1870","H1870_326","ABA",57,16,1994,17.7,"DS"
"H1870","H1870_326","ABA",57,16,2004,NA,"DF"
"H1870","H1870_327","ABA",58.5,18.5,1994,8.1,"DS"
"H1870","H1870_327","ABA",58.5,18.5,2004,NA,"DF"
"H1870","H1870_328","PMA",66,10.25,1994,13,"A"
"H1870","H1870_328","PMA",66,10.25,2004,14.2,"AS"
"H1870","H1870_328","PMA",66,10.25,2011,14.9,"AS"
"H1870","H1870_329","ABA",61.75,12,1994,6.6,"A"
"H1870","H1870_329","ABA",61.75,12,2004,6.6,"DF"
"H1870","H1870_329","ABA",61.75,12,2011,NA,"DF"
"H1870","H1870_33","PMA",10.25,9.75,1994,7.3,"A"
"H1870","H1870_33","PMA",10.25,9.75,2004,8,"AS"
"H1870","H1870_33","PMA",10.25,9.75,2011,NA,"DF"
"H1870","H1870_330","PMA",61.75,15.75,1994,10.4,"A"
"H1870","H1870_330","PMA",61.75,15.75,2004,11.4,"AS"
"H1870","H1870_330","PMA",61.75,15.75,2011,11.3,"DS"
"H1870","H1870_331","PMA",61.75,16.5,1994,6.5,"A"
"H1870","H1870_331","PMA",61.75,16.5,2004,6.2,"AL"
"H1870","H1870_331","PMA",61.75,16.5,2011,6,"DL"
"H1870","H1870_332","BPA",62.25,18.5,1994,5.6,"A"
"H1870","H1870_332","BPA",62.25,18.5,2004,5.7,"AS"
"H1870","H1870_332","BPA",62.25,18.5,2011,5.8,"AS"
"H1870","H1870_333","BPA",62.5,18.5,1994,18,"A"
"H1870","H1870_333","BPA",62.5,18.5,2004,18.5,"AS"
"H1870","H1870_333","BPA",62.5,18.5,2011,19.9,"AS"
"H1870","H1870_334","PTR",68.25,16,1994,18.5,"A"
"H1870","H1870_334","PTR",68.25,16,2004,20.9,"AS"
"H1870","H1870_334","PTR",68.25,16,2011,23.9,"AS"
"H1870","H1870_335","BPA",69,19,1994,5.7,"A"
"H1870","H1870_335","BPA",69,19,2004,6,"AS"
"H1870","H1870_335","BPA",69,19,2011,NA,"DS"
"H1870","H1870_336","BPA",68.75,19,1994,7.9,"A"
"H1870","H1870_336","BPA",68.75,19,2004,8.7,"AS"
"H1870","H1870_336","BPA",68.75,19,2011,6.1,"AS"
"H1870","H1870_337","ABA",62.25,17.5,1994,11.9,"DS"
"H1870","H1870_337","ABA",62.25,17.5,2004,NA,"DF"
"H1870","H1870_338","ABA",62.75,18.25,1994,11.7,"DS"
"H1870","H1870_338","ABA",62.75,18.25,2004,NA,"DF"
"H1870","H1870_339","ABA",66.5,19.25,1994,13.1,"DS"
"H1870","H1870_339","ABA",66.5,19.25,2004,NA,"DF"
"H1870","H1870_34","ABA",14.25,7.25,1994,10.5,"DS"
"H1870","H1870_34","ABA",14.25,7.25,2004,NA,"DF"
"H1870","H1870_340","ABA",66.75,19.75,1994,8.5,"DS"
"H1870","H1870_340","ABA",66.75,19.75,2004,NA,"DF"
"H1870","H1870_341","ABA",67.75,12,1994,17.8,"DS"
"H1870","H1870_341","ABA",67.75,12,2004,NA,"DF"
"H1870","H1870_342","ABA",68.5,15.25,1994,10.3,"DS"
"H1870","H1870_342","ABA",68.5,15.25,2004,NA,"DF"
"H1870","H1870_343","ABA",69,15.5,1994,5.2,"DS"
"H1870","H1870_343","ABA",69,15.5,2004,NA,"DF"
"H1870","H1870_344","ABA",69.75,17.5,1994,6.3,"DS"
"H1870","H1870_344","ABA",69.75,17.5,2004,NA,"DF"
"H1870","H1870_345","BPA",72,19.5,1994,8.8,"A"
"H1870","H1870_345","BPA",72,19.5,2004,8.9,"AS"
"H1870","H1870_345","BPA",72,19.5,2011,9.4,"AS"
"H1870","H1870_346","BPA",72.25,19.5,1994,8.9,"A"
"H1870","H1870_346","BPA",72.25,19.5,2004,9.4,"DS"
"H1870","H1870_346","BPA",72.25,19.5,2011,9.2,"DS"
"H1870","H1870_347","PGL",72.25,19.75,1994,9,"A"
"H1870","H1870_347","PGL",72.25,19.75,2004,11.7,"AS"
"H1870","H1870_347","PGL",72.25,19.75,2011,13.3,"AS"
"H1870","H1870_348","PTR",74.75,19.25,1994,18.4,"A"
"H1870","H1870_348","PTR",74.75,19.25,2004,19.9,"AS"
"H1870","H1870_348","PTR",74.75,19.25,2011,21.3,"AS"
"H1870","H1870_349","PMA",74.5,12.5,1994,20.9,"A"
"H1870","H1870_349","PMA",74.5,12.5,2004,22.1,"AS"
"H1870","H1870_349","PMA",74.5,12.5,2011,22.8,"AS"
"H1870","H1870_35","ABA",16.75,9.5,1994,6.6,"DS"
"H1870","H1870_35","ABA",16.75,9.5,2004,NA,"DF"
"H1870","H1870_350","BPA",75.25,12.5,1994,21.8,"A"
"H1870","H1870_350","BPA",75.25,12.5,2004,22.9,"AS"
"H1870","H1870_350","BPA",75.25,12.5,2011,24.7,"AS"
"H1870","H1870_351","BPA",76,13.25,1994,6.2,"A"
"H1870","H1870_351","BPA",76,13.25,2004,6.2,"DS"
"H1870","H1870_351","BPA",76,13.25,2011,6.2,"DS"
"H1870","H1870_352","BPA",78.75,13.5,1994,12.6,"A"
"H1870","H1870_352","BPA",78.75,13.5,2004,13.7,"AS"
"H1870","H1870_352","BPA",78.75,13.5,2011,14.6,"AS"
"H1870","H1870_353","BPA",77,11,1994,7.1,"A"
"H1870","H1870_353","BPA",77,11,2004,7.7,"AS"
"H1870","H1870_353","BPA",77,11,2011,7.5,"DS"
"H1870","H1870_354","BPA",70.75,10.25,1994,22.8,"A"
"H1870","H1870_354","BPA",70.75,10.25,2004,24.1,"AS"
"H1870","H1870_354","BPA",70.75,10.25,2011,26.1,"AS"
"H1870","H1870_355","BPA",70.5,10.5,1994,14.8,"A"
"H1870","H1870_355","BPA",70.5,10.5,2004,14.8,"AS"
"H1870","H1870_355","BPA",70.5,10.5,2011,16,"AS"
"H1870","H1870_356","BPA",70.5,15,1994,11.1,"A"
"H1870","H1870_356","BPA",70.5,15,2004,12,"AS"
"H1870","H1870_356","BPA",70.5,15,2011,13.1,"AS"
"H1870","H1870_357","BPA",70.25,15,1994,8.8,"A"
"H1870","H1870_357","BPA",70.25,15,2004,9,"AS"
"H1870","H1870_357","BPA",70.25,15,2011,9.3,"AS"
"H1870","H1870_358","ABA",70.25,17,1994,5.7,"A"
"H1870","H1870_358","ABA",70.25,17,2004,5.5,"DF"
"H1870","H1870_358","ABA",70.25,17,2011,NA,"DF"
